name,address,contact_person,telephone,fax,email,website,organisation,organisation_website
"Psychologische Beratungsstelle Adorf, Adorf","August-Bebel-Str. 8
08626 Adorf",Beraterin: Frau Edel,037423/5780,037423/57836,edel@awovogtland.de,http://www.awovogtland.de/beratungsdienste/erziehungsberatung,"AWO Vogtland, Bereich Reichenbach e.V.",http://www.awovogtland.de
"Psychologische Beratungsstelle für Kinder, Jugendliche und Familien, Görlitz","Gersdorfstraße 15
02828 Görlitz",Leiterin: Martina Hanisch,03581/3298580,03581/3298580,erziehungsberatung-goerlitz@awo-oberlausitz.de,http://awo-oberlausitz.de/kinder-jugend-familie/psychologische-beratungsstelle-fuer-kinder-jugendliche-und-familien-goerlitz/,AWO Kreisverband Oberlausitz e.V.,http://www.awo-oberlausitz.de
"Psychologische Beratungsstelle Reichenbach, Reichenbach","Obere Dunkelgasse 45
08468 Reichenbach",Teamleiterin: Frau Kubsch,03765/555050,03765/555077,kubsch@awovogtland.de,http://www.awovogtland.de/beratungsdienste/erziehungsberatung/erziehungsberatung-reichenbach,"AWO Vogtland, Bereich Reichenbach e.V.",http://www.awovogtland.de
"Psychosoziale Beratungs- und Behandlungsstelle für Suchtgefährdete und -kranke Außenstelle Bischofswerda, Bischofswerda","Lutherstraße 18
01877 Bischofswerda",Ansprechpartnerin: Christiane Schiemank,03594703408,03594715161,suchtberatungbiw@awo-bautzen.de,http://www.awo-bautzen.de,AWO Kreisverband Bautzen e.V.,http://www.awo-bautzen.de
"Psychosoziale Beratungs- und Behandlungsstelle für Suchtgefährdete und -kranke Bautzen, Bautzen","Löbauer Straße 48
02625 Bautzen",Leiter: Jana Stahn,035913261140,035913261148,suchtberatung@awo-bautzen.de,http://www.awo-bautzen.de,AWO Kreisverband Bautzen e.V.,http://www.awo-bautzen.de
"Psychosoziale Beratungs- und Behandlungsstelle für Suchtgefährdete und -kranke Sprechstunde Wilthen, Wilthen","Dresdner Straße 35
02681 Wilthen",Ansprechpartnerin: Julia Wnetrzak,035913261140,035913261148,suchtberatung@awo-bautzen.de,http://www.awo-bautzen.de,AWO Kreisverband Bautzen e.V.,http://www.awo-bautzen.de
"Psychosoziale Beratungsstelle für Suchtgefährdete- u. -kranke - Externe Suchtberatung in den JVA´s Bautzen, Dresden und Görlitz, Bautzen","Löbauer Straße 48
02625 Bautzen",,03591/32 61 140,03591/32 61 148,suchtberatung@awo-bautzen.de,http://www.awo-bautzen.de,AWO Kreisverband Bautzen e.V.,http://www.awo-bautzen.de
"Psychosoziale Beratungsstelle für Suchtgefährdete- u. -kranke Sprechstunde im Oberlausitz-Klinikum Krankenhaus Bautzen, Bautzen","Am Stadtwall 3
02625 Bautzen",Frau: Linda Koban, 0 35 91 / 32 61 140,,suchtberatung@awo-bautzen.de,http://www.awo-bautzen.de,AWO Kreisverband Bautzen e.V.,http://www.awo-bautzen.de
"Schulbegleitung / Heilpädagogik, Bautzen","Löbauer Straße 48
02625 Bautzen",Frau: Annett Janetz,03591/32 61 135,,annett.janetz@awo-bautzen.de,http://www.awo-bautzen.de,AWO Kreisverband Bautzen e.V.,http://www.awo-bautzen.de
"Schulclub, Geithain","Schillerstraße 13
04643 Geithain",Frau: Mandy Schalinske,034341/ 401525,,schulclub-geithain@awo-leipzigerland.de,,AWO Kreisverband Leipziger-Land e.V.,http://www.awo-leipzigerland.de
"Schulclub Beierfeld, Grünhain-Beierfeld","Frankstraße 9
08344 Grünhain-Beierfeld",Frau: Diana Tilp,03774 6629820,037756 1629,sozialarbeit.gruenhain.beierfeld@awo-erzgebirge.de,http://https://www.awo-erzgebirge.de/index.php/angebote/kinder-jugend-und-familie/freizeitzentren-und-schulclubs/schulclub-beierfeld,AWO Kreisverband Aue/Schwarzenberg e.V.,http://www.awo-erzgebirge.de
"Schulclub Schwarzenberg, Schwarzenberg","Schulberg 1a
08340 Schwarzenberg",Herr: Johann Stötzer,03774 329579,03774 505525,schulclub@awo-erzgebirge.de,http://https://www.awo-erzgebirge.de/index.php/angebote/kinder-jugend-und-familie/freizeitzentren-und-schulclubs/schulclub-schwarzenberg,AWO Kreisverband Aue/Schwarzenberg e.V.,http://www.awo-erzgebirge.de
"Schuldenberatung, Leipzig","Plovdiver Straße 46
04205 Leipzig",,0341/3088991,,,,AWO Kreisverband Leipzig-Stadt e.V.,http://www.awo-leipzig-stadt.de
"Schuldner- und Insolvenzberatung, Hoyerswerda","A.-Einstein-Str. 47
02977 Hoyerswerda",Frau: Jeannine Giebner,03571-6081910,03571-6058155,schuldnerberatung@awo-lausitz.de,http://www.awo-lausitz.de,AWO Kreisverband Lausitz e.V.,http://www.awo-lausitz.de
"Schuldner- und Insolvenzberatung, Zwickau","Reichenbacher Straße 67
08056 Zwickau",Leiterin: Doreen Büttner,0375 / 2 04 75 38,0375 / 2 04 75 39,schuldnerberatung.zwickau@awo-zwickau.de,http://https://www.awo-zwickau.de/beratungsstellen/schuldner-und-verbraucherinsolvenzberatung,AWO Kreisverband Zwickau e.V.,http://www.awo-suedwestsachsen.de
"Schuldner- und Insolvenzberatung, Hohenstein-Ernstthal","Lungwitzer Straße 39
09337 Hohenstein-Ernstthal",Leiterin: Doreen Büttner,03723 / 41 32 05,03723 / 7 69 65 95,insolvenzberatung.hohenstein@awo-zwickau.de,http://https://www.awo-zwickau.de/beratungsstellen/schuldner-und-verbraucherinsolvenzberatung,AWO Kreisverband Zwickau e.V.,http://www.awo-suedwestsachsen.de
"Schuldner- und Insolvenzberatungsstelle, Bad Düben","Sandstraße 5
04849 Bad Düben",Ansprechpartner: Bettina Noack,034243/33536,034243/33537,b.noack@awo-nordsachsen.de,,AWO Kreisverband Nordsachsen e.V.,http://www.awo-nordsachsen.de
"Schuldner- und Insolvenzberatungsstelle, Eilenburg","Röberstraße 14
04838 Eilenburg",Ansprechpartner: Bettina Noack,03423/7003981,03423/7003986,b.noack@awo-nordsachsen.de,,AWO Kreisverband Nordsachsen e.V.,http://www.awo-nordsachsen.de
"Schuldner- und Insolvenzberatungsstelle, Delitzsch","Schäfergraben A-H, Haus G
04509 Delitzsch",Ansprechpartner: Sylke Kistler,034202/351783,034202/351780,s.roitzsch@awo-nordsachsen.de,,AWO Kreisverband Nordsachsen e.V.,http://www.awo-nordsachsen.de
"Schuldnerberatung, Auerbach","Göltzschtalstraße 46
08209 Auerbach",Schuldnerberaterin: Heike Dressel,03744 2722764,03744 2722765,h.dressel@awo-auerbach.de,http://www.awo-vogtland.de,AWO Kreisverband Vogtland e.V.,http://https://www.awo-vogtland.de/
"Schuldnerberatung, Chemnitz","Heinrich-Zille-Straße 16
09111 Chemnitz",Frau: Martina Kerbe,0371 273269-40,0371 273269-41,schuldnerberatung@awo-chemnitz.de,http://www.awo-chemnitz.de/index.php/beratung-und-hilfe/schuldnerberatung-praeventive-schuldnerberatung-insolvenzberatung,AWO Soziale Dienste Chemnitz und Umgebung gGmbH,http://www.awo-chemnitz.de
"Schuldnerberatung Adorf, Adorf","August-Bebel-Str. 8
08626 Adorf",Beraterin: Frau Höwer,037423/57835,037423/57836,hoewer@awovogtland.de,http://www.awovogtland.de/beratungsdienste/schuldnerberatung/schuldnerberatung-adorf,"AWO Vogtland, Bereich Reichenbach e.V.",http://www.awovogtland.de
"Schuldnerberatung Klingenthal, Klingenthal","Kirchstr. 6
08248 Klingenthal",Beraterin: Frau Höwer,037467/28639,,hoewer@awovogtland.de,http://www.awovogtland.de/beratungsdienste/schuldnerberatung/klingenthal,"AWO Vogtland, Bereich Reichenbach e.V.",http://www.awovogtland.de
"Schuldnerberatung Plauen, Plauen","Neundorfer Straße 88
08523 Plauen",Berater: Herr Werthe,03741/7196060,03741/7196061,werthe@awovogtland.de,http://www.awovogtland.de/beratungsdienste/schuldnerberatung/schuldnerberatung-plauen,"AWO Vogtland, Bereich Reichenbach e.V.",http://www.awovogtland.de
"Schuldnerberatung Reichenbach, Reichenbach","Obere Dunkelgasse 45
08468 Reichenbach",Beraterin: Frau Kratzenstein,03765/555056,03765/555066,kratzenstein@awovogtland.de,http://www.awovogtland.de/beratungsdienste/schuldnerberatung/schuldnerberatung-reichenbach,"AWO Vogtland, Bereich Reichenbach e.V.",http://www.awovogtland.de
"Schülerfreizeitzentrum, Auerbach","Andreas-Schubert-Straße 19
08209 Auerbach",Leiterin: Simone Karl,03744 219998,03744 184420,sfz@awo-vogtland.de,,AWO Kreisverband Vogtland e.V.,http://https://www.awo-vogtland.de/
"Schülergericht, Chemnitz","Wiesenstraße 10
09111 Chemnitz",Frau: Anja Hentschel,0371 67426 29,,schuelergericht@awo-chemnitz.de,http://www.awo-chemnitz.de/index.php/beratung-und-hilfe/straffaelligenhilfe-einrichtungen/2013-11-04-11-02-44,AWO Kreisverband Chemnitz und Umgebung e.V.,http://www.awo-chemnitz.de
"Schulhort ""Biberbande"" , Lengefeld","Schulstraße 9
09514 Lengefeld",Leiterin: Kristin Uhlig,037367/775730,,kristin.uhlig@awo-annaberg.org,,AWO Kreisverband Annaberg/Mittleres Erzgebirge e.V.,http://www.awo-annaberg.de
"Schulhort ""Bienenstock"" , Königswalde","Jöhstädter Straße 10
09471 Königswalde",Leiterin: Andrea Drechsel,03733/288894,,andrea.drechsel@awo-annaberg.de,,AWO Kreisverband Annaberg/Mittleres Erzgebirge e.V.,http://www.awo-annaberg.de
"Schulhort ""RäuBärbande"" , Bärenstein","Max-Harnisch-Straße 6
09471 Bärenstein",Leiterin: Sylvina Schmidt,037347/803150,,sylvina.schmidt@awo-annaberg.de,,AWO Kreisverband Annaberg/Mittleres Erzgebirge e.V.,http://www.awo-annaberg.de
"Schullandheim ""Am Schäferstein"", Limbach","Pfaffengrüner Str. 9
08491 Limbach",Leiter des Schullandheims: Herr Schwan,03765/305569,03765/300781,schullandheime@awovogtland.de,http://www.schullandheime-vogtland.de/index.php/home-28.html,"AWO Vogtland, Bereich Reichenbach e.V.",http://www.awovogtland.de
"Schullandheim ""Schönsicht"", Netzschkau","Schönsichtweg 34
08491 Netzschkau",Leiter des Schullandheims: Herr Schwan,03765/34391,03765/300781,schullandheime@awovogtland.de,http://www.schullandheime-vogtland.de/index.php/home-28.html,"AWO Vogtland, Bereich Reichenbach e.V.",http://www.awovogtland.de
"Schulsozialarbeit ""Albert-Einstein-Grundschule"", Chemnitz","Max-Türpe-Straße 58
09122 Chemnitz",Frau: Elizabeth Nitzsche,0163 4158171,,ssa-grundschule-albert-einstein@awo-chemnitz.de,http://https://www.awo-chemnitz.de/index.php/kinder-jugend-familie/schulsozialarbeit/schulsozialarbeit-albert-einstein-grundschule,AWO Soziale Dienste Chemnitz und Umgebung gGmbH,http://www.awo-chemnitz.de
"Schulsozialarbeit - Gymnasium Brandis, Brandis","Schulstr. 3
04821 Brandis",Schulsozialarbeiter: Hardo Hüttemann,034292 - 70824,,ssa-brandis@awo-familienzentrum.org,http://www.awo-mulde-collm.de,AWO Familienzentrum gGmbH,http://www.awo-familienzentrum.org
"Schulsozialarbeit - MS ""Werner Seelenbinder"" Bad Lausick, Bad Lausick","Turnerstraße 1a
04651 Bad Lausick",: Nadine Kummer,034345 20697,034345 55169,ssa-badlausick@awo-familienzentrum.org,http://www.awo-mulde-collm.de,AWO Familienzentrum gGmbH,http://www.awo-familienzentrum.org
"Schulsozialarbeit 1. Oberschule Kamenz, Kamenz","Schulplatz 1
01917 Kamenz",,01522 6018154,,@awo-bautzen.de,http://www.awo-bautzen.de,AWO Kreisverband Bautzen e.V.,http://www.awo-bautzen.de
"Schulsozialarbeit 2. Oberschule Kamenz, Kamenz","Saarstraße 18
01917 Kamenz",Frau: Anne Jursch,0151 180 33 546,,anne.jursch@awo-bautzen.de,http://www.awo-bautzen.de,AWO Kreisverband Bautzen e.V.,http://www.awo-bautzen.de
"Schulsozialarbeit am Gotthold-Ephraim-Lessing-Gymnasium Kamenz, Kamenz","Haberkornstraße 13
01917 Kamenz",Frau: Ulrike Pohl,015170272115,,ulrike.pohl@awo-bautzen.de,http://https://www.awo-bautzen.de/schulsozialarbeit-am-gotthold-ephraim-lessing-gymnasium-kamenz/,AWO Kreisverband Bautzen e.V.,http://www.awo-bautzen.de
"Schulsozialarbeit an der Baumgartenschule Grüna , Chemnitz OT Grüna","August-Bebel-Straße 7
09224 Chemnitz OT Grüna",Frau: Katharina Hofmann,0172/ 1461720,,ssa-gs-gruena@awo-chemnitz.de,http://https://www.awo-chemnitz.de/index.php/kinder-jugend-familie/schulsozialarbeit/schulsozialarbeit-baumgartenschule-gruena,AWO Soziale Dienste Chemnitz und Umgebung gGmbH,http://www.awo-chemnitz.de
"Schulsozialarbeit an der Grundschule am Forst, Kamenz","Humboldtstraße 3
01917 Kamenz",Frau: Constance Pester,015170272114,,constance.pester@awo-bautzen.de,http://https://www.awo-bautzen.de/schulsozialarbeit-an-der-grundschule-am-forst-in-kamenz/,AWO Kreisverband Bautzen e.V.,http://www.awo-bautzen.de
"Schulsozialarbeit an der Schule zur Lernförderung, Kamenz","Macherstraße 140
01917 Kamenz",Frau: Pauline Neumann,015170294552,,pauline.neumann@awo-bautzen.de,http://www.awo-bautzen.de,AWO Kreisverband Bautzen e.V.,http://www.awo-bautzen.de
"Schulsozialarbeit Förderschule L, Freital","Schulweg 3
01705 Freital",Mitarbeiterin: Diana Meltzer,"0351 6441320, 0351 6441321",0351 6441322,sozialarbeit.FSL@gmx.de,www.awo-weisseritzkreis.de,AWO Kreisverband Weißeritzkreis e.V.,http://www.awo-weisseritzkreis.de
"Schulsozialarbeit Grundschule, Geithain","Schillerstraße 13
04643 Geithain",Frau: Sophia Schulze,0172/ 1906623,,schulsozialarbeit-gs@awo-leipzigerland.de,,AWO Kreisverband Leipziger-Land e.V.,http://www.awo-leipzigerland.de
"Schulsozialarbeit Grundschule „Dr.-Salvador-Allende“, Chemnitz","Straße Usti nad Labem 277
09119 Chemnitz",Frau: Anna Nejedle,0162 2143737,,ssa-dr-salvador-allende-grundschule@awo-chemnitz.de,http://https://www.awo-chemnitz.de/index.php/kinder-jugend-familie/schulsozialarbeit/schulsozialarbeit-gs-allende,AWO Soziale Dienste Chemnitz und Umgebung gGmbH,http://www.awo-chemnitz.de
"Schulsozialarbeit Mittelschule Waldblick, Freital","Waldblick 42
01705 Freital",Mitarbeiterin: Uta Beier,"0351 6411384, 0151 1433329",0351 65210856,uta_beier1361@yahoo.de,www.awo-weisseritzkreis.de,AWO Kreisverband Weißeritzkreis e.V.,http://www.awo-weisseritzkreis.de
"Schulsozialarbeit Oberschule , Geithain","Schillerstraße 13
04643 Geithain",Herr: Nico Richter,0160/ 91919840,,schulsozialarbeit@awo-leipzigerland.de,,AWO Kreisverband Leipziger-Land e.V.,http://www.awo-leipzigerland.de
"Schulsozialarbeit Oberschule Elstra, Elstra","Neue Straße 5
01920 Elstra",Frau: Sabine Rathmann,035793 5216,,sabine.rathmann@awo-bautzen.de,,AWO Kreisverband Bautzen e.V.,http://www.awo-bautzen.de
"Schulsozialarbeit Oberschule „Am Flughafen“, Chemnitz","Straße Usti nad Labem 277
09119 Chemnitz",Frau: Christiane Hofmann,0163 /4158126,,ssa-oberschule-am-flughafen@awo-chemnitz.de,http://https://www.awo-chemnitz.de/index.php/kinder-jugend-familie/schulsozialarbeit/schulsozialarbeit-os-flughafen,AWO Soziale Dienste Chemnitz und Umgebung gGmbH,http://www.awo-chemnitz.de
"Schulsozialarbeit „Georgius-Agricola“ Gymnasium, Chemnitz","Park der Opfer des Faschismus 2
09111 Chemnitz",Frau: Heike Höppner,0173 5171658,,ssa-agc@awo-chemnitz.de,http://https://www.awo-chemnitz.de/index.php/kinder-jugend-familie/schulsozialarbeit/schulsozialarbeit-georgius-agricola-gymnasium-chemnitz,AWO Soziale Dienste Chemnitz und Umgebung gGmbH,http://www.awo-chemnitz.de
"Schultreff in der Oberschule ""Am Flughafen"", Chemnitz","Straße Usti nad Labem 277
09119 Chemnitz",Frau: Jacqueline Richter,,,uk@awo-chemnitz.de,http://www.awo-chemnitz.de/index.php/kinder-jugend-familie/kinder-und-jugendhaus-uk-leistungsangebote/schultreff-oberschule-am-flughafen,AWO Soziale Dienste Chemnitz und Umgebung gGmbH,http://www.awo-chemnitz.de
"Schultreff Turley-Oberschule (Oelsnitz), Oelsnitz","Am Bergbaumuseum 12
09376 Oelsnitz",,037298/301283,,turley-os.oelsnitz@t-online.de,http://www.awo-chemnitz.de/index.php/kinder-jugend-familie/schultreff-turley-oberschule-oelsnitz,AWO Soziale Dienste Chemnitz und Umgebung gGmbH,http://www.awo-chemnitz.de
"Schwangeren- und Familienberatungsstelle, Bad Düben","Sandstraße 5
04849 Bad Düben",Ansprechpartner: Nicole Julich,034243/33538,034243/33537,n.julich@awo-nordsachsen.de,,AWO Kreisverband Nordsachsen e.V.,http://www.awo-nordsachsen.de
"Schwangeren- und Familienberatungsstelle, Eilenburg","Röberstraße 14
04838 Eilenburg",Ansprechpartner: Nicole Julich,03423/7003980,03423/7003986,n.julich@awo-nordsachsen.de,,AWO Kreisverband Nordsachsen e.V.,http://www.awo-nordsachsen.de
"Schwangeren- und Familienberatungsstelle, Delitzsch","Schäfergraben A-H, Haus G
04509 Delitzsch",Ansprechpartner: Anett Thomas,034202/351784,034202/351780,anett.thomas@awo-nordsachsen.de,,AWO Kreisverband Nordsachsen e.V.,http://www.awo-nordsachsen.de
"Schwangerenberatung, Leipzig","Stuttgarter Allee 18
04209 Leipzig",Beraterin: Kerstin Sedlag,0341/946 834 35,,beratung@awo-leipzig-stadt.de,http://www.awo-leipzig-stadt.de/schwangerenberatung/,AWO Kreisverband Leipzig-Stadt e.V.,http://www.awo-leipzig-stadt.de
"Schwangerenberatung, Leipzig","Stuttgarter Allee 18
04209 Leipzig",Beraterin: Susann Goyke-Maloch,0341/946 834 36,0341/946 834 37,Susann.Goyke-Maloch@awo-leipzig-stadt.de,http://www.awo-leipzig-stadt.de/schwangerenberatung/,AWO Kreisverband Leipzig-Stadt e.V.,http://www.awo-leipzig-stadt.de
"Schwangerenberatung, Plauen","Neundorfer Straße 88
08523 Plauen",Frau: Sabine Franke,03741 136137,03741 423593,schwangerenberatung@awo-vogtland.de,http://www.awo-vogtland.de,AWO Kreisverband Vogtland e.V.,http://https://www.awo-vogtland.de/
"Schwangerschafts(konflikt)beratung, Reichenbach","Obere Dunkelgasse 45
08468 Reichenbach",Beraterin: Frau Ulbricht,03765/555053,03765/555077,ulbricht@awovogtland.de,http://www.awovogtland.de/beratungsdienste/schwangerschaftsberatung,"AWO Vogtland, Bereich Reichenbach e.V.",http://www.awovogtland.de
"Seniorenbegegnungsstätte, Markkleeberg","Raschwitzer Str. 11/13
04416 Markkleeberg",Betreuerin: Cortina Pikos,0172/ 1976186,034297/9888912,zentrale@wo-leipzigerland.de,,AWO Kreisverband Leipziger-Land e.V.,http://www.awo-leipzigerland.de
"Seniorenbegegnungsstätte Bad Düben, Bad Düben","Neuhofstraße 19 A
04849 Bad Düben",Seniorenbetreuerin: Silke Kanemeier,034243/51308,034243/51309,silke.kanemeier@awo-nordsachsen.de,,AWO Kreisverband Nordsachsen e.V.,http://www.awo-nordsachsen.de
"Seniorenbegegnungsstätte Bad Lausick, Bad Lausick","Straße der Einheit 19
04651 Bad Lausick",: Katrin Vierig,034345/ 23769,034345/ 55378,badlausick@awo-sozialstationen.net,http://www.awo-mulde-collm.de,AWO Pflege und Betreuungs gGmbH,http://www.awo-sozialstationen.net
"Seniorenbegegnungsstätte Delitzsch, Delitzsch","Beerendorfer Str. 47
04509 Delitzsch",Ansprech-partner: Diana Fiedler,0162-5436057,034202/38430,viola.wolfgramm@awo-nordsachsen.de,,AWO Kreisverband Nordsachsen e.V.,http://www.awo-nordsachsen.de
"Seniorenbegegnungsstätte Großpösna, Großpösna","Hauptstr. 19
04463 Großpösna",Betreuerin: Cortina Pikos,0172/ 1976186,034297/9888912,zentrale@wo-leipzigerland.de,,AWO Kreisverband Leipziger-Land e.V.,http://www.awo-leipzigerland.de
"Seniorenbegegnungsstätte Kossa, Kossa","Hauptstraße (Bürgerhaus)
04849 Kossa",Ansprech-partner: Silvana Klugmann,über Kita 034243/26143,,,http://www.awo-nordsachsen.de,AWO Kreisverband Nordsachsen e.V.,http://www.awo-nordsachsen.de
"Seniorenbegegnungsstätte Liebertwolkwitz, Leipzig","An der Brauerei
04288 Leipzig",Betreuerin: Cortina Pikos,0172/ 1976186,034297/9888912,zentrale@wo-leipzigerland.de,,AWO Kreisverband Leipziger-Land e.V.,http://www.awo-leipzigerland.de
"Seniorenbegegnungsstätte Lützschena, Leipzig","Am Brunnen 5-7
04159 Leipzig",Betreuerin: Cindy Badstübner,0341/ 4611112,,sst-luetzschena@awo-leipzigerland.de,,AWO Kreisverband Leipziger-Land e.V.,http://www.awo-leipzigerland.de
"Seniorenbegegnungsstätte Markkleeberg, Markkleeberg","Rielkestr. 11
04416 Markkleeberg",Betreuerin: Cortina Pikos,0172/ 1976186,034297/9888912,zentrale@wo-leipzigerland.de,,AWO Kreisverband Leipziger-Land e.V.,http://www.awo-leipzigerland.de
"Seniorenbegegnungsstätte Rötha, Rötha","August-Bebel-Str.63
04571 Rötha",Betreuerin: Cortina Pikos,0172/ 1976186,034297/9888912,zentrale@wo-leipzigerland.de,,AWO Kreisverband Leipziger-Land e.V.,http://www.awo-leipzigerland.de
"Seniorenbegegnungsstätte Thekla/ Taucha, Leipzig","Klingenthaler Straße 12
04349 Leipzig",Betreuerin: Heike Birke,0341/ 92647810,0341/ 92647811,sst-taucha@awo-lepzigerland.de,,AWO Kreisverband Leipziger-Land e.V.,http://www.awo-leipzigerland.de
"Seniorenbüro West mit Begegnungsstätte, Leipzig","Stuttgarter Allee 18
04209 Leipzig",Herr: Marco Pazzi,0341/ 946 834 39,0341/ 946 834 37,beratungszentrum@awo-leipzig-stadt.de,http://www.awo-leipzig-stadt.de/begegnungsstaetten/seniorenbuero-west/,AWO Kreisverband Leipzig-Stadt e.V.,http://www.awo-leipzig-stadt.de
"Seniorenclub Bautzen-Gesundbrunnen, Bautzen","Fr.-J.-Curie-Straße 63
02625 Bautzen",Ansprechpartnerin: Kerstin Büchel,03591602002,03591678858,,http://www.awo-bautzen.de,AWO Kreisverband Bautzen e.V.,http://www.awo-bautzen.de
"Seniorenclub Colditz, Colditz","Töpfergasse 4
04680 Colditz",: Gerlinde Schneider,034381 42527,034381 41472,colditz@awo-sozialstationen.net,http://www.awo-mulde-collm.de,AWO Pflege und Betreuungs gGmbH,http://www.awo-sozialstationen.net
"Seniorenclub Leppersdorf, Leppersdorf","Alte Hauptstraße
01454 Leppersdorf",Seniorenbetreuerin: Monika Grawunder,,,,,AWO Regionalverband Radeberger Land e.V.,http://www.awo-radeberg.de
"Seniorenclub Lomnitz, Lomnitz","Lomnitzer Hauptstraße 27
01454 Lomnitz",Seniorenbetreuerin: Frau Reuter,,,,,AWO Regionalverband Radeberger Land e.V.,http://www.awo-radeberg.de
"Seniorenclub Medingen, Medingen","Rosental 19
01458 Medingen",Seniorenbetreuer: Werner Junitz,,,,,AWO Regionalverband Radeberger Land e.V.,http://www.awo-radeberg.de
"Seniorenclub Radeberg, Radeberg","Pulsnitzer Straße 67
01454 Radeberg",Seniorenbetreuerin: Jana Boehm,03528/416916,,,http://www.awo-radeberg.de,AWO Regionalverband Radeberger Land e.V.,http://www.awo-radeberg.de
"Seniorenclub Seifersdorf, Seifersdorf","Tina-v.Brühl-Str. 33
01454 Seifersdorf",,,,,,AWO Regionalverband Radeberger Land e.V.,http://www.awo-radeberg.de
"Seniorenclub Wachau, Wachau","Teichstraße 4
01454 Wachau",,,,,,AWO Regionalverband Radeberger Land e.V.,http://www.awo-radeberg.de
"Seniorendomizil Vierseithof, Leipzig","Teichmannstraße 1a
04288 Leipzig",Frau: Anja Schwarze,034297/ 142222,034297/ 142244,seniorendomizil@awo-leipzigerland.de,,AWO Kita und ambulante Dienste GmbH,http://www.awo-leipzigerland.de
"Seniorenheim Schönau, Leipzig","Jenaer Straße 29
04205 Leipzig",Heimleiterin: Silke Eilenberger,0341/30848159,0341/30848199,shschoenau@awo-leipzig-stadt.de,http://www.awo-leipzig-stadt.de/kranken-und-altenpflege/seniorenheim/wie-zuhause/,AWO Kreisverband Leipzig-Stadt e.V.,http://www.awo-leipzig-stadt.de
"Seniorenpflegeeinrichtung Haus Kastanienhof, Plauen","Kastanienweg 2
08529 Plauen",Einrichtungsleiterin: Lydia  Meinel,03741 71976455,03741 71976466,l.meinel@awo-vogtland.de,http://www.awo-vogtland.de,AWO Plauen-Vogtland gGmbH,http://https://www.awo-vogtland.de/
"Seniorenpflegeeinrichtung Haus Sonnenhof, Plauen","Kastanienweg 1
08529 Plauen",Einrichtungsleiter: Marcel Scheerbaum-Radics,03741 7193115,03741 7193111,m.scheerbaum@awo-vogtland.de,http://www.awo-vogtland.de,AWO Plauen-Vogtland gGmbH,http://https://www.awo-vogtland.de/
"Seniorenpflegeheim, Oberlungwitz","Robert-Koch-Str. 47
09353 Oberlungwitz",Leiterin: Dorothea  Ebert,03723 / 4 18 8 - 0,03723 / 4 18 8 - 199,seniorenpflegeheim.oberlungwitz@awo-zwickau.de,http://https://www.awo-zwickau.de/altenhilfe/seniorenpflegeheim,AWO gemeinnützige GmbH Zwickau - Soziale Betreuung,http://www.awo-suedwestsachsen.de
"Seniorenpflegeheim „Marie-Juchacz-Haus“, Chemnitz","Max-Saupe-Straße 43
09131 Chemnitz",Herr: Dag Ruddigkeit,0371 46676101,0371 46676100,kontakt.mjh@awo-chemnitz.de,http://www.awo-chemnitz.de/index.php/senioren/seniorenpflegeheime/marie-juracz-haus,AWO Soziale Dienste Chemnitz und Umgebung gGmbH,http://www.awo-chemnitz.de
"Seniorenpflegheim „Willy-Brandt-Haus“, Chemnitz","Johannes-Dick-Straße 6
09123 Chemnitz",Frau: Ursula Hengst,0371 26102201,0371 26102222,kontakt.wbh@awo-chemnitz.de,http://www.awo-chemnitz.de/index.php/senioren/seniorenpflegeheime/willy-brandt-haus,AWO Soziale Dienste Chemnitz und Umgebung gGmbH,http://www.awo-chemnitz.de
"Seniorenresidenz , Bärenstein","Alte Sportplatzstraße 20A
09471 Bärenstein",Frau: Josie Baumann,03733/188050 (Büro Annaberg),03733/188055,josie.baumann@awo-annaberg.org,,AWO Kreisverband Annaberg/Mittleres Erzgebirge e.V.,http://www.awo-annaberg.de
"Seniorenwohnanlage Bernsdorf , Bernsdorf","Pestalozzistr. 1
02994 Bernsdorf",Frau: Ingrid Miertschink,03571-2019180,03571-4885605,I.Miertschink@awo-lausitz.de,http://www.awo-lausitz.de,AWO Lausitz Pflege- und Betreuungs-gGmbH,http://www.awo-lausitz.de
"Seniorenwohnanlage Hoyerswerda, Hoyerswerda","Thomas-Müntzer-Str. 26c
02977 Hoyerswerda",Frau: Ingrid Miertschink,03571-4885700,03571-4885605,I.Miertschink@awo-lausitz.de,http://www.awo-lausitz.de,AWO Lausitz Pflege- und Betreuungs-gGmbH,http://www.awo-lausitz.de
"Seniorenwohnanlage Lauta, Lauta","Karl-Marx-Str. 49 a
02991 Lauta",Frau: Ingrid Miertschink,03571-2019180,03571-4885605,I.Miertschink@awo-lausitz.de,http://www.awo-lausitz.de,AWO Lausitz Pflege- und Betreuungs-gGmbH,http://www.awo-lausitz.de
"Seniorenwohnanlage Treuen, Treuen","Kastanienweg
08233 Treuen",Frau: Jeanette Damm,037468 635190,037468 635414,j.damm@awo-vogtland.de,http://www.awo-vogtland.de,AWO Vogtland e.V.,http://https://www.awo-vogtland.de/
"Seniorenwohngemeinschaft ,,Göltzschtal'', Auerbach","Goethestraße 1
08209 Auerbach",Frau: Andrea Leischker,03744 3517949,,vermietung@awo-vogtland.de,http://www.awo-vogtland.de,AWO Vogtland e.V.,http://https://www.awo-vogtland.de/
